Date,Account,Description,Category,Tags,Amount
3/31/2021,L'oreal Usa Inc. 401k,Fees T5o,Securities Trades,,-1.69
3/31/2021,L'oreal Usa Inc. 401k,Fees T5o,Securities Trades,,-3.23
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Gain/loss Vtiax,Securities Trades,,0.04
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Gain/loss Vtiax,Securities Trades,,0.08
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Gain/loss Viiix,Securities Trades,,0.1
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Gain/loss Viiix,Securities Trades,,0.16
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Gain/loss T5o,Securities Trades,,0.37
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Gain/loss T5o,Securities Trades,,0.65
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svfq,Securities Trades,,1.06
3/31/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svfq,Securities Trades,,2.03
3/31/2021,College 529,Money Line Received,Transfers,,50
3/31/2021,TD Invest,Qualified Dividend (pep),Investment Income,,11.25
3/30/2021,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-53.45
3/30/2021,TD Invest,Sold 11 Pep @ 143.9101,Securities Trades,,1583
3/29/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-29
3/29/2021,Spend (PNC),Honda,Car Loan,,-316
3/29/2021,Spend (PNC),Usaa,Car Insurance,", ",-182.62
3/29/2021,Short Term Savings (BOA),Interest Earned,Interest,,0.09
3/29/2021,TD Invest,Adr Fee (bp),Service Charges/Fees,,-1.46
3/29/2021,TD Invest,Qualified Dividend (bp),Investment Income,,92.24
3/29/2021,TD Invest,Bought 3.638 Bp @ 24.9487,Securities Trades,,-90.77
3/28/2021,Chase Credit Card,Purple Glaze Donuts Etc,Restaurants/Liquor,,-31
3/27/2021,Chase Credit Card,Hoffmans-spring Lake,Restaurants/Liquor,,-17.43
3/27/2021,Chase Credit Card,Parkmobile,Travel,,-2.3
3/27/2021,Chase Credit Card,Slice*oliviastrattoria,Restaurants/Liquor,,-62.43
3/26/2021,Chase Credit Card,E-zpass,Travel,,-55
3/26/2021,Chase Credit Card,Amazon.com,TV/Internet/Phone & Subscriptions,,-126.88
3/26/2021,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
3/26/2021,Spend (BOA),Rutgers University,Paychecks/Salary,,107.61
3/25/2021,Chase Credit Card,Le Shoppe Company St,Personal Care/Hair,,-51.98
3/25/2021,Spend (BOA),Chase,Credit Card Payments,,-295.79
3/25/2021,TD Invest,Bought 4 Regi @ 60.5675,Securities Trades,,-242.27
3/25/2021,TD Invest,Sold 30 Pdex @ 27.71,Securities Trades,,831.3
3/25/2021,TD Invest,Bought 20 Aqua @ 23.8599,Securities Trades,,-477.2
3/24/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,295.79
3/24/2021,Chase Credit Card,Cvs/pharmacy #x2064,Healthcare/Medical,,-16.5
3/24/2021,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-25
3/24/2021,TD Invest,Bought 3 Lite @ 79.415,Securities Trades,,-238.25
3/24/2021,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,90.24
3/24/2021,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,120.31
3/24/2021,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,56.4
3/24/2021,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,75.2
3/24/2021,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-191.76
3/24/2021,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,270.71
3/24/2021,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,45.12
3/24/2021,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,60.15
3/24/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Viiix,Securities Trades,,22.24
3/24/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Viiix,Securities Trades,,41.88
3/23/2021,TD Invest,Bought 7 Regi @ 64.935,Securities Trades,,-454.55
3/23/2021,TD Invest,Bought 9 Nus @ 52.505,Securities Trades,,-472.55
3/22/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-29.81
3/22/2021,Spend (PNC),Td Ameritrade,Investments,,-350
3/22/2021,Chase Credit Card,Shoprite,Groceries & Essentials,,-249.08
3/19/2021,Chase Credit Card,Dairy Queen,Entertainment/Social,,-11.6
3/19/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-1.49
3/19/2021,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
3/19/2021,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2234.31
3/19/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
3/19/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Vtiax,Securities Trades,,1.85
3/19/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Vtiax,Securities Trades,,3.53
3/19/2021,Health Savings Account - Ending in 5417,HSA Transfer,Transfers,,71.43
3/19/2021,TD Invest,Recurring Electronic Funding,Transfers,,350
3/18/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-6.88
3/18/2021,TD Invest,Bought 4 Hele @ 213.0894,Securities Trades,,-852.36
3/18/2021,Spend (BOA),Chase,Credit Card Payments,,-219.56
3/17/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-31
3/17/2021,Chase Credit Card,Payment Thank You - Web,Credit Card Payments,,219.56
3/17/2021,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-23.55
3/17/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-3.19
3/17/2021,TD Invest,Bought 10 Crus @ 79.35,Securities Trades,,-793.5
3/17/2021,TD Invest,Bought 14 Regi @ 69.1645,Securities Trades,,-968.3
3/17/2021,TD Invest,Sold 3 Nus @ 53.52,Securities Trades,,160.56
3/17/2021,Health Savings Account - Ending in 5417,Distribution Echo,Healthcare/Medical,,-751.49
3/16/2021,Spend (PNC),State Of New Jersey,Tax Refund,,390
3/16/2021,Spend (PNC),Hsa Bank,HSA Transfer,Tax Related,-700
3/16/2021,TD Invest,Sold 20 Hear @ 28.32,Securities Trades,,566.4
3/16/2021,Health Savings Account - Ending in 5417,Participant Contribution,Transfers,,700
3/16/2021,Spend (BOA),Chase,Credit Card Payments,,-1346.49
3/15/2021,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-54.99
3/15/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1346.49
3/15/2021,TD Invest,Sold 10 Bby @ 112.56,Securities Trades,,1125.59
3/15/2021,TD Invest,Sold 6 Cnxn @ 47.54,Securities Trades,,285.24
3/14/2021,Chase Credit Card,Wawa Inc,Restaurants/Liquor,,-13.25
3/14/2021,Chase Credit Card,Red Bank Veterinary Ho,Pets/Pet Care,,-206.31
3/13/2021,Chase Credit Card,Dairy Queen,Entertainment/Social,,-11.6
3/13/2021,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-9.75
3/13/2021,Chase Credit Card,Doordash*clark Bagels,Groceries & Essentials,,-32.03
3/12/2021,Chase Credit Card,Formula1,TV/Internet/Phone & Subscriptions,,-2.99
3/12/2021,TD Invest,Bought 6 Bah @ 78.7899,Securities Trades,,-472.74
3/12/2021,Spend (PNC),Interest Payment,Interest,,0.04
3/12/2021,Spend (BOA),Rutgers University,Paychecks/Salary,,107.6
3/12/2021,Health Savings Account - Ending in 5417,Distribution Xray,Healthcare/Medical,,-70.33
3/11/2021,Chase Credit Card,Cvs/pharmacy #x2064,Healthcare/Medical,,-83.11
3/11/2021,Chase Credit Card,Amazon - Brita Filters,Groceries & Essentials,,-15.98
3/11/2021,Chase Credit Card,Allergy Partners,Healthcare/Medical,,-45
3/11/2021,Chase Credit Card,Sp * Hollandridgefarms,Gifts,,-19.99
3/11/2021,L3harris 401k,L3harris Stock Fund - Dividends,Securities Trades,,9.07
3/11/2021,L3harris 401k,L3harris Stock Fund - Balance Forward,Securities Trades,,0
3/10/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-8
3/10/2021,TD Invest,Sold 12 Pdex @ 22.5,Securities Trades,,270
3/10/2021,TD Invest,Sold 20 Hear @ 26.5,Securities Trades,,530
3/10/2021,TD Invest,Sold 27 Road @ 30.32,Securities Trades,,818.64
3/10/2021,TD Invest,Sold 4 Ebs @ 89,Securities Trades,,356
3/10/2021,TD Invest,Qualified Dividend (nus),Investment Income,,11.4
3/10/2021,TD Invest,Bought 0.221 Nus @ 51.524,Securities Trades,,-11.4
3/10/2021,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,87.69
3/10/2021,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
3/10/2021,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,54.81
3/10/2021,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
3/10/2021,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-186.34
3/10/2021,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,263.08
3/10/2021,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,43.84
3/10/2021,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
3/10/2021,Spend (BOA),Bank Of America,Car Loan,,-309.66
3/9/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-30.83
3/9/2021,Chase Credit Card,Amazon - Frame,General Merchandise,,-42.01
3/9/2021,TD Invest,Bought 100 Spke @ 10.3599,Securities Trades,,-1035.99
3/9/2021,TD Invest,Bought 40 Hear @ 24.26,Securities Trades,,-970.4
3/9/2021,TD Invest,Bought 6 Ebs @ 88.15,Securities Trades,,-528.9
3/9/2021,TD Invest,Sold 5 Appf @ 145.76,Securities Trades,,728.8
3/9/2021,TD Invest,Sold 18 Usau @ 10.434,Securities Trades,,187.81
3/9/2021,TD Invest,Sold 2 Stmp @ 183.415,Securities Trades,,366.83
3/9/2021,TD Invest,Sold 10 Road @ 29.17,Securities Trades,,291.7
3/9/2021,Spend (PNC),Geico,Car Insurance,,-168.75
3/9/2021,Spend (BOA),State Of New Jersey,Tax Refund,,469
3/9/2021,Chase Credit Card,Chewy,Pets/Pet Care,,-78.19
3/8/2021,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-25
3/8/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-73.6
3/8/2021,Chase Credit Card,E-zpass,Travel,,-55
3/8/2021,TD Invest,Sold 14 Vz @ 56.2,Securities Trades,,786.8
3/8/2021,TD Invest,Sold 9 Nus @ 52.01,Securities Trades,,468.09
3/8/2021,TD Invest,Sold 8 Road @ 28.6112,Securities Trades,,228.89
3/8/2021,TD Invest,Sold 2 Bby @ 104.57,Securities Trades,,209.14
3/8/2021,TD Invest,Sold 10 Aqua @ 24.4875,Securities Trades,,244.88
3/8/2021,TD Invest,Sold 2 Qlys @ 98.289,Securities Trades,,196.58
3/8/2021,TD Invest,Sold 17 Pdex @ 21.73,Securities Trades,,369.41
3/8/2021,TD Invest,Sold 24 Usau @ 9.3686,Securities Trades,,224.85
3/8/2021,TD Invest,Bought 5 Ebs @ 86.9798,Securities Trades,,-434.9
3/8/2021,TD Invest,Bought 2 Lite @ 83.3299,Securities Trades,,-166.66
3/8/2021,TD Invest,Sold 17 Aca @ 61.745,Securities Trades,,1049.66
3/8/2021,TD Invest,Sold 6 Bah @ 77.88,Securities Trades,,467.28
3/8/2021,Spend (PNC),Td Ameritrade,Investments,,-350
3/8/2021,Chase Credit Card,"Amazon Marketplace - Filters, Masks, Gloves, Wipes, Flour",Healthcare/Medical,", , ",-168.59
3/7/2021,Chase Credit Card,Blue Swan * Blue Swan,Restaurants/Liquor,,-86.17
3/6/2021,Chase Credit Card,Cvs Pharmacy,Healthcare/Medical,,-39.03
3/6/2021,Chase Credit Card,Prime Video*lv57d3h93,Entertainment/Social,,-6.39
3/5/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-5
3/5/2021,Chase Credit Card,Exxonmobil,Gasoline/Fuel,,-36.27
3/5/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-12
3/5/2021,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
3/5/2021,Spend (BOA),Bank Of America,Deposits,,57.18
3/5/2021,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2227.85
3/5/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
3/5/2021,TD Invest,Bought 10 Pdex @ 22.95,Securities Trades,,-229.5
3/5/2021,TD Invest,Bought 2 Stmp @ 173.0599,Securities Trades,,-346.12
3/5/2021,TD Invest,Sold 37 Bp @ 26.61,Securities Trades,,984.56
3/5/2021,TD Invest,Sold 2 Appf @ 126.0001,Securities Trades,,252
3/5/2021,TD Invest,Bought 4 Lite @ 83.0399,Securities Trades,,-332.16
3/5/2021,TD Invest,Recurring Electronic Funding,Transfers,,350
3/4/2021,Chase Credit Card,Sp * Hollandridgefarms,Gifts,,-21.31
3/4/2021,Chase Credit Card,Holland Ridge Farms,Gifts,,-41.3
3/4/2021,TD Invest,Sold 10 Uco @ 58.861,Securities Trades,,588.61
3/4/2021,Spend (PNC),Debit Card Purchase Xxxxx9443 Usfaspca Pet Insur Xxxxx6764 Oh,Pets/Pet Care,,-31.42
3/3/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-114.36
3/3/2021,Chase Credit Card,Il Forno A Legna,Restaurants/Liquor,,-66.43
3/3/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-38.55
3/3/2021,TD Invest,Bought 7 Appf @ 131.882,Securities Trades,,-923.17
3/3/2021,TD Invest,Bought 17 Aca @ 57.94,Securities Trades,,-984.98
3/3/2021,Spend (PNC),Elizabethtown Gas,Gas/Electric Bill,,-33.69
3/3/2021,Spend (PNC),The Park Hotels,Rent,,-2310.25
3/2/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-6.76
3/2/2021,TD Invest,Bought 21 Cnxn @ 46.72,Securities Trades,,-981.12
3/1/2021,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-12.39
3/1/2021,TD Invest,Bought 11 Regi @ 84.9799,Securities Trades,,-934.78
3/1/2021,TD Invest,Sold 11 Regi @ 83.2,Securities Trades,,915.2
3/1/2021,Health Savings Account - Ending in 5417,Summit Medical Group,Healthcare/Medical,,-322.14
3/1/2021,Spend (PNC),Usaa,Car Insurance,", ",-182.62
3/1/2021,Spend (PNC),Honda,Car Loan,,-316
3/1/2021,Spend (PNC),Fidelity Investments,Investments,,-50
3/1/2021,Spend (PNC),Ach Debit Xxxxx2808 Public Service Pseg,Gas/Electric Bill,,-146.9
3/1/2021,Spend (BOA),Online Scheduled Transfer To Sav 6703 Confirmation# Xxxxxx4725,Transfers,,-1500
3/1/2021,Spend (BOA),Chase,Credit Card Payments,,-616.48
3/1/2021,Short Term Savings (BOA),Online Scheduled Transfer From Chk 9148 Confirmation# Xxxxxx4725,Transfers,,1500
3/1/2021,Short Term Savings (BOA),Goldman Sachs,Savings,,-1500
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
3/1/2021,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
3/1/2021,Long Term Savings (Goldman),Internet Transfer From Bank Of America N.a. Dda Account ********6703,Transfers,,1500
3/1/2021,College 529,Money Line Received Eft Funds Received Erxxxx6675,Transfers,,50
2/28/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-29.02
2/28/2021,Health Savings Account - Ending in 5417,Interest,Interest,,0.03
2/28/2021,Chase Credit Card,Doordash*clark Bagels,Groceries & Essentials,,-23.12
2/28/2021,Long Term Savings (Goldman),Sav Increase Int Paid,Interest,,30.23
2/28/2021,Short Term Savings (PNC),Interest Payment,Interest,,0.24
2/27/2021,Chase Credit Card,Eyes First Vision Ctr,Healthcare/Medical,,-108
2/27/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,616.48
2/26/2021,Northrop Grumman 401k,Ng Stock - Dividend,Securities Trades,,6.91
2/26/2021,Northrop Grumman 401k,Ng Stock - Balance Forward,Securities Trades,,0
2/26/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-3.57
2/26/2021,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
2/26/2021,Spend (BOA),L'oreal Usa,Paychecks/Salary,,4473.86
2/26/2021,Spend (BOA),Rutgers University,Paychecks/Salary,,212.39
2/26/2021,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.06
2/26/2021,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.06
2/26/2021,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,72.83
2/26/2021,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,145.67
2/26/2021,L'oreal Usa Inc. 401k,Contribution Svfq,Retirement Contributions,,72.83
2/26/2021,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,437
2/26/2021,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,29.13
2/26/2021,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,58.27
2/26/2021,L'oreal Usa Inc. 401k,Contribution Svfq,Retirement Contributions,,29.13
2/26/2021,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,174.8
2/26/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svfq,Securities Trades,,0.9
2/26/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svfq,Securities Trades,,1.7
2/26/2021,College 529,Money Line Received,Transfers,,50
2/25/2021,Chase Credit Card,E-zpass,Travel,,-55
2/25/2021,Spend (PNC),Ach Credit Xxxxx0908 Irs Treas 310 Tax Ref,Tax Refund,,1258
2/25/2021,Spend (PNC),Mobile Deposit Xxxxx8982,Transfers,,55
2/25/2021,TD Invest,Bought 6 Bah @ 78.945,Securities Trades,,-473.67
2/25/2021,TD Invest,Sold 79 Apxt @ 13.4207,Securities Trades,,1060.22
2/25/2021,TD Invest,Sold 6 Appf @ 167.8501,Securities Trades,,1007.09
2/25/2021,TD Invest,Sold 21 Amot @ 50.44,Securities Trades,,1059.23
2/25/2021,TD Invest,Bought 12 Bby @ 103.25,Securities Trades,,-1239
2/24/2021,Chase Credit Card,Le Shoppe Company St,Personal Care/Hair,,-56.51
2/24/2021,Chase Credit Card,"Amazon Marketplace - Saline, Cuticle, Puzzle",General Merchandise,", ",-34.78
2/24/2021,Chase Credit Card,Grubhubkyotosushi2uni,Restaurants/Liquor,,-65.23
2/24/2021,Chase Credit Card,Amazon - Nitro,General Merchandise,,-43.71
2/24/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-2.4
2/24/2021,TD Invest,Bought 13 Bah @ 77.8,Securities Trades,,-1011.4
2/24/2021,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,87.69
2/24/2021,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
2/24/2021,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,54.81
2/24/2021,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
2/24/2021,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-186.34
2/24/2021,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,263.08
2/24/2021,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,43.84
2/24/2021,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
2/24/2021,Short Term Savings (BOA),Interest Earned,Interest,,0.08
2/23/2021,TD Invest,Sold 30 Apxt @ 12.65,Securities Trades,,379.49
2/23/2021,TD Invest,Bought 6 Appf @ 156.084,Securities Trades,,-936.5
2/23/2021,TD Invest,Bought 10 Ebs @ 91.881,Securities Trades,,-918.81
2/23/2021,TD Invest,Bought 5 Stmp @ 187.1799,Securities Trades,,-935.9
2/23/2021,TD Invest,Bought 40 Apxt @ 12.275,Securities Trades,,-491
2/23/2021,TD Invest,Bought 10 Qlys @ 97.6857,Securities Trades,,-976.86
2/23/2021,TD Invest,Bought 39 Apxt @ 12.5101,Securities Trades,,-487.89
2/23/2021,TD Invest,Sold 65 Uvxy @ 9.525,Securities Trades,,619.11
2/23/2021,TD Invest,Sold 13 Dy @ 77,Securities Trades,,1000.98
2/23/2021,TD Invest,Bought 46 Usau @ 10.71,Securities Trades,,-492.66
2/22/2021,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-39.29
2/22/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-8.96
2/22/2021,TD Invest,Bought 10 Uco @ 53.65,Securities Trades,,-536.5
2/22/2021,TD Invest,Bought 4 Pep @ 130.815,Securities Trades,,-523.26
2/22/2021,TD Invest,Bought 13 Dy @ 77.025,Securities Trades,,-1001.33
2/22/2021,Spend (PNC),Td Ameritrade,Investments,,-350
2/21/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-13
2/21/2021,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-14.02
2/19/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-112.28
2/19/2021,Chase Credit Card,Amazon - Lock,Home Maintenance,,-15.98
2/19/2021,Chase Credit Card,Sp * Lovepopcards.com,Return Income,,15.99
2/19/2021,TD Invest,Bought 10 Aqua @ 24.28,Securities Trades,,-242.8
2/19/2021,TD Invest,Bought 21 Amot @ 46.49,Securities Trades,,-976.29
2/19/2021,TD Invest,Sold 22 Elf @ 24.9518,Securities Trades,,548.93
2/19/2021,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
2/19/2021,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2227.88
2/19/2021,Spend (PNC),Ach Credit Xxxxx5417 Hsa Bank Other Tran,Transfers,,0.89
2/19/2021,Spend (PNC),Ach Debit Xxxxx5417 Hsa Bank Other Tran,Transfers,,-0.89
2/19/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
2/19/2021,TD Invest,Recurring Electronic Funding,Transfers,,350
2/18/2021,Spend (PNC),Online Transfer From Xxxxx3306,Transfers,,1.02
2/18/2021,Spend (PNC),Online Transfer To Xxxxx3306,Transfers,,-1
2/17/2021,Spend (BOA),Irs,Taxes,,-200
2/17/2021,TD Invest,Bought 36 Usau @ 13.87,Securities Trades,,-499.32
2/16/2021,Health Savings Account - Ending in 5417,Distribution,Transfers,,-55
2/16/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-24.76
2/16/2021,Chase Credit Card,Shoprite,Groceries & Essentials,,-160.8
2/16/2021,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-54.99
2/16/2021,Spend (BOA),Chase,Credit Card Payments,,-622.93
2/16/2021,TD Invest,Bought 30 Apxt @ 15.14,Securities Trades,,-454.2
2/16/2021,TD Invest,Bought 30 Nus @ 49.99,Securities Trades,,-1499.7
2/16/2021,TD Invest,Bought 45 Road @ 27.74,Securities Trades,,-1248.3
2/16/2021,TD Invest,Sold 16 Mxl @ 37.88,Securities Trades,,606.07
2/16/2021,TD Invest,Sold 44 Usau @ 13.0216,Securities Trades,,572.93
2/16/2021,TD Invest,Sold 47 Slvp @ 16.305,Securities Trades,,766.31
2/16/2021,TD Invest,Sold 15 Ssnc @ 65.2201,Securities Trades,,978.28
2/16/2021,TD Invest,Sold 20 Aqua @ 24.7922,Securities Trades,,495.83
2/16/2021,TD Invest,Sold 23 Cwen @ 32.0433,Securities Trades,,736.98
2/15/2021,Chase Credit Card,Chewy,Pets/Pet Care,,-21.55
2/15/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,622.93
2/14/2021,Chase Credit Card,Blue Swan * Blue Swan,Restaurants/Liquor,,-17.66
2/14/2021,Chase Credit Card,Google Play,Entertainment/Social,,-4.25
2/14/2021,Chase Credit Card,Izu Sushi,Restaurants/Liquor,,-22.05
2/13/2021,Chase Credit Card,Spring Lake Pizza,Restaurants/Liquor,,-15.46
2/13/2021,Chase Credit Card,Usps,Wedding,,-33
2/12/2021,Discover Credit Card,Shutterfly,Gifts,,-43.48
2/12/2021,Chase Credit Card,Walgreens,Healthcare/Medical,,-93.82
2/12/2021,Chase Credit Card,Cvs Pharmacy - Chocolates,Gifts,,-16.62
2/12/2021,Spend (PNC),Interest Payment,Interest,,0.03
2/11/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-25.22
2/11/2021,Chase Credit Card,Tlf*clark Florist,Gifts,,-53.5
2/11/2021,Discover Credit Card,Summit Medical Group Pa Xxx-xxx4300 Nj,Healthcare/Medical,,-55.17
2/10/2021,TD Invest,Sold 6 Mxl @ 33.21,Securities Trades,,199.26
2/10/2021,TD Invest,Bought 7 Pep @ 138.5324,Securities Trades,,-969.73
2/10/2021,TD Invest,Sold 10 Appf @ 179.7445,Securities Trades,,1797.41
2/10/2021,TD Invest,Sold 15 Aap @ 162.4405,Securities Trades,,2436.56
2/10/2021,Discover Credit Card,Ftd,Gifts,,-127.94
2/10/2021,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,87.69
2/10/2021,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
2/10/2021,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,54.81
2/10/2021,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
2/10/2021,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-186.34
2/10/2021,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,263.08
2/10/2021,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,43.84
2/10/2021,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
2/10/2021,Spend (BOA),Bank Of America,Car Loan,,-309.66
2/9/2021,Chase Credit Card,"Amazon Marketplace - Spoon, Timer, Hygrometer, OO Decanter, Viralys, Meal Tracking Supplies",General Merchandise,", , ",-77.46
2/9/2021,TD Invest,Bought 49 Aqua @ 25.4,Securities Trades,,-1244.6
2/9/2021,TD Invest,Bought 23 Cwen @ 32.18,Securities Trades,,-740.14
2/9/2021,TD Invest,Bought 17 Cstm @ 14.659,Securities Trades,,-249.2
2/9/2021,TD Invest,Sold 57 Cstm @ 14.3995,Securities Trades,,820.74
2/9/2021,TD Invest,Sold 15 Slvp @ 16.805,Securities Trades,,252.07
2/8/2021,Spend (PNC),Td Ameritrade,Investments,,-250
2/8/2021,Spend (BOA),Chase,Credit Card Payments,,-1330.73
2/7/2021,Chase Credit Card,The Home Depot,Gifts,,-50
